precinct_id,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
COLQUITT - 0023,1931,433,1479,1248,224,0,0,0,0,0,15,0,0,14,0,224,1350,160,1161,934,211,4,0,0,0,4,9,0,0,12,0,212
COLUMBIA - 010,3669,30,3643,2995,403,0,2,0,40,85,109,31,12,113,38,472,2838,29,2810,2332,356,0,2,0,35,35,58,19,13,63,23,392
COLUMBIA - 014,3528,255,3271,1417,1246,0,0,0,38,447,66,30,0,66,31,1689,1966,127,1838,934,680,0,0,0,0,93,65,34,0,65,34,766
COLUMBIA - 015,5447,252,5199,3895,897,1,257,0,0,5,122,26,0,123,285,908,3900,193,3712,2801,657,1,138,0,0,4,110,3,0,111,143,660
COLUMBIA - 016,1176,84,1091,835,180,2,0,0,71,2,0,0,0,1,1,184,986,81,901,698,180,2,0,0,18,12,0,0,0,1,0,184
COLUMBIA - 017,3170,100,3068,2433,569,7,28,0,0,9,0,53,0,6,73,575,2263,84,2188,1745,396,5,26,0,0,6,0,31,0,5,56,407
COLUMBIA - 018,1074,40,1033,942,31,5,0,0,0,36,0,5,0,6,4,65,839,9,831,755,33,8,0,0,0,12,0,0,0,9,0,53
COLUMBIA - 019,6851,702,6139,3320,2397,0,35,0,33,306,35,0,0,45,30,2721,4689,406,4279,2098,1944,0,30,0,25,187,15,0,0,22,28,2131
COLUMBIA - 020,3991,125,3876,2490,1039,0,16,0,38,27,44,40,0,42,75,1078,3370,48,3311,2091,926,0,9,0,30,13,38,34,0,39,49,937
COLUMBIA - 022,2839,66,2769,1790,914,0,0,0,30,28,5,19,0,4,17,931,2040,60,1981,1302,648,0,0,0,26,9,6,8,0,6,6,658
COLUMBIA - 024,1950,43,1905,1517,246,0,6,0,18,16,4,26,0,6,30,275,1532,52,1483,1247,141,0,2,0,12,14,4,13,0,5,15,159
COLUMBIA - 025,1533,6,1526,1382,43,0,24,0,0,24,4,106,0,5,134,57,1273,5,1273,1208,20,0,12,0,0,6,4,52,0,3,67,23
COLUMBIA - 026,4452,566,3900,2706,1054,0,234,0,0,53,13,28,0,11,250,1098,3096,298,2811,1948,782,0,204,0,0,21,13,9,0,11,205,805
COLUMBIA - 030,5664,617,5039,2870,2074,0,4,0,0,93,0,8,0,0,12,2181,3788,379,3399,1843,1490,0,5,0,0,76,0,8,0,0,13,1568
COLUMBIA - 031,5517,176,5302,2643,2208,0,190,0,0,101,25,152,0,25,314,2312,4046,145,3873,1986,1623,0,140,0,0,66,24,54,0,24,184,1707
COLUMBIA - 032,3074,311,2785,1779,815,0,25,0,76,61,0,0,0,0,54,861,2345,178,2186,1366,663,0,25,2,45,49,0,0,0,0,36,694
COLUMBIA - 033,6725,760,5955,2897,2718,6,137,0,103,53,9,20,0,17,150,2760,4861,399,4461,2323,1941,5,140,0,0,15,11,13,0,17,154,1950
COLUMBIA - 034,4750,341,4405,1888,1953,0,90,0,60,325,30,48,0,30,138,2295,3543,177,3359,1718,1497,0,34,0,11,23,32,44,0,32,77,1519
COLUMBIA - 040,1329,11,1314,1100,182,0,11,0,0,10,9,2,0,8,21,208,1121,4,1119,951,125,0,14,0,0,0,1,3,0,2,26,142
COLUMBIA - 050,904,6,900,499,349,0,2,0,5,15,9,2,0,8,3,360,684,6,678,335,328,0,2,0,2,0,0,0,0,0,2,329
COLUMBIA - 051,1122,70,1062,1052,7,0,3,0,0,0,0,25,0,0,20,9,984,57,929,912,7,0,0,4,0,0,0,14,0,0,5,8
COLUMBIA - 060,2633,206,2431,1614,508,9,70,0,33,63,0,72,0,13,146,563,2210,158,2048,1382,451,7,55,0,26,38,6,22,0,15,76,510
COLUMBIA - 061,5428,326,5096,4588,243,0,162,0,94,0,0,4,0,0,165,242,3298,150,3141,2986,99,0,19,0,21,5,0,1,0,0,20,105
COLUMBIA - 062,5196,743,4451,3254,324,0,483,0,0,319,17,81,0,17,573,646,3543,498,3041,2210,289,5,411,0,0,79,0,70,0,5,479,368
COLUMBIA - 063,2222,163,2042,1724,295,0,14,0,5,0,0,0,0,0,14,299,1499,94,1403,1116,250,0,17,0,8,0,0,0,0,0,16,253
COLUMBIA - 064,4216,352,3879,2528,843,0,269,0,57,123,0,58,0,0,328,967,3449,263,3190,2050,827,0,211,0,60,39,0,16,0,0,228,866
COLUMBIA - 065,3580,395,3185,2412,564,8,93,0,15,33,29,30,5,39,125,605,2736,91,2644,2141,386,6,65,0,11,44,12,6,0,16,71,406
COLUMBIA - 068,2836,180,2654,2011,483,0,12,4,0,44,0,111,0,0,114,526,2082,135,1945,1411,485,0,11,0,0,18,0,22,0,0,35,502
COLUMBIA - 070,3071,86,2985,2264,432,4,51,0,0,110,0,124,0,4,175,542,2680,59,2621,2040,386,0,54,0,0,16,0,125,0,0,179,402
COLUMBIA - 075,3096,124,2972,1779,1011,0,29,0,52,62,9,30,0,9,59,1073,2342,122,2220,1495,634,0,27,0,0,57,7,0,0,7,27,691
COLUMBIA - 076,3021,489,2539,1925,557,0,32,0,20,0,4,10,0,6,33,553,2281,188,2107,1648,414,0,22,2,29,0,3,16,0,5,29,416
COLUMBIA - 080,1559,78,1480,1324,82,0,38,0,10,0,29,0,0,27,44,84,1298,40,1257,1110,79,0,25,0,6,0,25,0,0,23,26,81
COLUMBIA - 085,3914,126,3804,3377,195,0,61,0,0,33,9,134,0,9,197,227,2966,86,2883,2523,144,0,64,0,0,14,12,124,0,12,196,157
COLUMBIA - 090,2397,135,2262,2045,94,0,43,0,16,15,9,40,0,9,83,109,1810,137,1673,1511,66,0,43,0,16,0,8,29,0,8,72,66
COLUMBIA - 100,3210,63,3152,2285,705,0,103,0,0,25,46,11,0,46,114,731,2500,44,2456,1935,404,0,51,0,0,32,44,13,0,45,66,434
COLUMBIA - 105,1727,26,1703,1370,126,0,194,0,8,0,0,0,0,0,196,126,1326,30,1295,1028,64,0,195,0,6,0,0,0,0,0,196,65
COLUMBIA - 107,2996,101,2900,1964,303,0,640,0,0,0,18,5,0,17,643,304,2212,31,2178,1509,215,0,440,0,0,0,20,0,0,18,441,214
COLUMBIA - 108,1900,46,1854,1557,125,0,138,0,0,16,18,0,0,18,138,141,1675,31,1644,1368,125,0,138,0,0,0,13,0,0,13,138,125
COLUMBIA - 109,3547,14,3526,2576,144,0,747,0,4,0,30,0,0,31,747,143,2663,7,2660,2090,114,0,421,0,6,0,25,0,0,27,419,114
COLUMBIA - 110,1410,158,1246,921,100,0,98,0,33,79,9,0,0,9,96,176,1167,76,1089,829,91,0,98,0,30,36,9,0,0,9,97,120
COLUMBIA - 111,2352,69,2284,1689,557,8,7,0,6,6,3,48,0,6,51,560,1865,44,1821,1362,419,6,6,0,8,11,8,26,0,11,39,423
COLUMBIA - 115,2656,131,2529,1505,620,0,295,0,7,67,23,0,0,23,297,689,2232,115,2119,1326,438,0,279,0,7,41,0,0,0,0,280,488
COLUMBIA - 120,2168,191,1962,1453,289,0,101,0,0,0,0,72,0,0,176,296,1772,144,1621,1165,262,6,107,0,0,0,0,69,0,6,178,262
COLUMBIA - 125,4192,638,3569,2417,832,84,264,0,0,19,0,0,0,84,261,844,3455,577,2885,1894,640,83,261,0,0,19,0,0,0,83,259,659
COLUMBIA - 130,3908,852,3056,2629,259,0,99,0,0,16,0,35,18,18,134,293,2969,522,2447,2052,258,0,70,0,0,11,0,39,17,17,109,286
COLUMBIA - 131,1606,53,1562,1411,98,0,35,0,0,26,0,2,0,0,37,104,1174,37,1147,1022,76,0,33,0,0,11,0,5,4,4,36,80
COLUMBIA - 132,3252,232,3017,2467,298,0,63,0,21,129,35,13,0,34,73,447,2477,242,2242,1835,258,0,63,0,19,33,23,10,0,21,73,301
COLUMBIA - 134,2675,237,2439,1916,470,0,28,0,0,22,16,0,0,15,28,493,2024,192,1832,1427,362,0,30,0,0,22,5,5,0,5,35,382
COLUMBIA - 135,2564,263,2302,1948,223,0,33,0,0,18,67,11,0,69,44,237,1878,233,1632,1370,182,0,30,0,0,7,39,0,0,41,30,187
COLUMBIA - 136,2876,238,2634,1803,312,6,345,0,56,17,31,19,0,42,368,332,2033,95,1938,1484,268,7,93,0,18,10,26,3,5,40,87,290
COLUMBIA - 137,2703,55,2648,1906,212,0,383,0,36,6,12,73,0,12,459,217,2067,38,2030,1456,202,0,280,0,30,0,12,41,0,12,323,203
COOK - C,4002,515,3469,1951,1426,0,0,0,0,16,10,18,0,10,18,1433,2823,166,2651,1585,991,2,0,0,0,0,6,22,0,6,22,987
COOK - DB,4067,224,3835,2880,781,0,0,0,72,66,0,0,0,0,0,853,2970,170,2791,2164,548,0,0,0,75,4,0,0,0,0,0,553
COOK - EP,624,6,624,37,612,0,0,0,0,0,0,0,0,0,0,613,511,3,508,36,486,3,0,0,0,0,0,0,0,5,0,488
COOK - L,1845,59,1784,1473,272,0,1,0,0,0,34,0,0,30,0,270,1567,47,1519,1209,272,0,0,0,0,0,43,4,0,39,4,269
COOK - M,1252,40,1214,894,262,0,0,0,0,0,17,0,0,20,0,272,1000,17,993,767,199,0,0,0,0,0,8,0,0,11,0,204
COOK - NL,1733,0,1751,1602,63,0,0,0,0,91,0,8,0,0,8,155,1167,0,1180,1126,55,0,0,0,0,0,0,8,0,0,8,56
COOK - RB,1710,47,1671,1407,187,0,12,0,0,1,10,0,0,10,15,205,1262,19,1249,1076,139,0,0,0,0,3,11,0,0,11,0,145
COOK - S,1959,160,1793,590,1337,0,7,0,0,4,0,0,0,1,5,1317,1428,65,1350,520,877,0,0,0,0,2,0,0,0,1,0,874
COWETA - 01,9068,401,8670,7021,1118,0,0,0,0,340,184,42,0,184,41,1448,6902,271,6630,5430,937,0,0,0,0,76,143,39,0,143,39,1014
COWETA - 02,4141,74,4071,3655,248,0,8,0,0,117,40,7,0,38,10,347,3151,71,3087,2811,210,0,9,0,0,0,37,0,0,36,13,216
COWETA - 03,2446,72,2399,2125,245,0,23,0,0,0,3,56,0,4,90,246,2101,56,2072,1832,235,0,22,0,0,0,0,0,0,0,43,236
COWETA - 04,1269,103,1144,993,53,0,0,0,0,0,0,56,0,0,42,55,1035,84,935,837,59,0,0,0,0,0,0,48,0,0,17,61
COWETA - 05,5670,448,5221,2267,2651,0,3,0,0,11,0,250,0,0,252,2662,4378,260,4125,1824,2153,0,4,0,0,11,0,94,0,0,98,2166
COWETA - 06,5863,420,5448,4962,239,0,50,0,8,184,30,0,0,30,50,411,4770,349,4417,4025,212,0,48,0,0,114,29,5,0,29,52,312
COWETA - 07,6749,600,6097,5054,539,0,236,0,40,57,77,11,0,68,234,590,4810,353,4446,3656,385,0,237,0,0,39,60,15,0,52,247,415
COWETA - 09,4105,107,3994,3152,438,0,67,0,0,239,35,34,0,36,104,698,3215,69,3140,2605,397,0,49,0,0,31,33,14,0,34,61,425
COWETA - 10,3798,232,3567,3251,249,6,0,0,12,0,30,2,0,37,3,238,2598,149,2446,2246,166,5,0,0,0,0,21,0,0,27,0,165
COWETA - 11,4138,101,4036,3477,371,0,0,0,95,58,1,56,0,1,59,426,3422,63,3352,2896,312,0,0,0,97,58,3,0,0,3,10,368
COWETA - 12,4625,310,4317,3772,318,0,0,0,4,157,52,19,4,55,16,479,3480,248,3235,2764,311,0,7,0,6,102,41,6,0,41,11,414
COWETA - 13,3764,306,3465,2951,366,11,28,0,32,35,22,0,11,43,30,411,3099,286,2813,2409,309,8,32,0,0,29,24,0,18,48,30,357
COWETA - 14,6165,181,5981,4747,1015,7,69,0,24,45,36,0,0,44,68,1099,4719,139,4585,3581,873,7,65,0,0,16,22,0,0,30,65,901
COWETA - 15,3646,277,3366,2170,1164,0,0,0,0,42,15,0,0,14,0,1208,2642,87,2541,1793,747,0,0,0,0,0,15,0,0,14,0,746
COWETA - 17,6796,633,6172,2722,3165,20,84,0,28,106,88,4,0,109,87,3276,5284,617,4672,2026,2469,8,58,0,10,64,67,2,0,75,60,2536
COWETA - 18,29758,2289,27561,17986,7673,0,1014,0,69,614,105,97,0,103,1116,8275,22534,1313,21288,14489,5570,0,692,0,55,328,103,56,0,102,751,5889
COWETA - 19,5496,598,4860,2391,2014,0,65,0,23,516,17,8,0,17,71,2510,3919,410,3476,2031,1254,0,55,0,25,112,14,10,0,15,65,1385
COWETA - 20,3121,146,2973,2598,351,0,0,0,0,0,15,32,0,15,32,347,2353,86,2269,1893,351,0,0,0,0,0,16,30,0,16,30,351
COWETA - 21,5954,431,5427,4215,746,0,57,0,0,99,22,299,0,22,355,844,4789,280,4450,3535,607,0,52,0,0,0,27,248,0,27,299,604
COWETA - 22,13720,832,12923,10709,1712,8,314,0,31,56,55,55,0,75,381,1768,10283,440,9852,8292,1217,0,237,0,3,43,43,12,0,52,250,1271
COWETA - 23,4974,397,4581,4195,266,0,17,0,10,16,0,80,0,0,97,283,3955,246,3708,3453,174,0,14,0,12,18,0,41,0,0,57,191
COWETA - 24,681,61,630,256,296,0,0,0,0,13,2,0,0,2,0,302,542,14,531,230,237,0,0,0,0,11,3,0,0,4,0,243
COWETA - 25,3607,297,3324,2320,726,0,16,0,0,47,5,4,0,5,21,816,2475,221,2267,1774,408,0,16,0,0,0,6,7,0,6,22,401
COWETA - 26,5761,660,5126,4411,673,0,32,0,0,40,19,37,0,18,72,707,4572,447,4132,3534,590,0,22,0,0,6,9,39,0,8,64,592
COWETA - 27,2006,31,1961,1646,250,0,3,0,53,0,6,0,0,6,4,247,1562,29,1533,1271,231,0,2,0,30,0,6,0,0,6,3,231
CRAWFORD - 1,2281,35,2250,960,1168,8,0,0,58,39,1,15,0,13,15,1201,1901,22,1888,803,1067,0,0,0,17,0,0,0,0,0,0,1059
CRAWFORD - 2,2661,29,2636,1613,858,0,3,0,6,12,35,0,0,47,2,874,1975,1,1975,1290,594,0,2,0,0,0,25,0,7,35,2,598
CRAWFORD - 3,2307,83,2222,2080,115,44,3,0,0,18,7,2,0,40,5,129,1969,44,1908,1790,110,13,2,0,0,0,14,0,0,25,2,120
CRAWFORD - 4,2352,96,2245,2134,109,0,0,0,2,2,1,0,0,1,6,122,1757,22,1737,1660,74,0,0,0,1,0,1,0,0,1,7,75
CRAWFORD - 5,2520,121,2404,2051,318,30,11,0,4,0,6,44,0,31,50,313,1952,101,1856,1556,274,8,11,0,6,0,1,38,0,8,42,274
CRISP - ARABI,1312,74,1245,981,121,0,50,0,0,42,46,9,0,45,62,157,1058,49,1012,831,112,0,41,1,0,0,15,2,0,16,46,114
CRISP - CONEY,1065,0,1069,1085,48,0,0,0,0,0,0,0,0,0,0,48,872,0,873,858,49,0,0,0,0,0,4,0,0,4,0,49
CRISP - CORDE,14587,541,14060,5230,8437,18,15,0,4,156,33,92,5,58,96,8592,10838,343,10507,4445,5867,11,10,2,0,108,31,6,0,41,5,5971
CRISP - JAMES,1164,0,1168,1058,92,0,0,0,5,0,0,23,0,0,23,95,987,0,988,909,74,0,0,0,0,0,0,9,0,0,10,74
CRISP - LISTO,1405,6,1370,1273,44,0,16,0,0,0,22,7,0,21,31,53,1071,6,1048,968,41,0,17,2,0,0,11,4,0,11,28,43
DADE - 1038,1036,27,1007,999,6,0,0,0,0,0,4,0,1,5,0,8,939,24,917,912,6,0,0,0,0,0,4,0,0,4,0,6
DADE - 1214,1506,40,1467,1424,0,0,0,0,0,15,24,0,0,24,0,15,1129,38,1091,1062,0,0,0,0,5,9,8,4,0,8,4,10
DADE - 1222,3122,14,3103,2859,6,0,0,0,0,176,56,9,0,56,9,187,2474,10,2461,2381,6,0,0,0,0,19,59,0,0,60,0,33
DADE - 1885,1063,0,1068,1028,0,0,0,5,0,15,17,0,0,17,0,10,778,0,781,758,0,0,0,0,0,8,11,0,0,10,0,0
DADE - 1889,2354,200,2153,2112,21,0,8,0,0,0,16,0,0,16,8,21,2137,138,1999,1955,24,0,4,0,0,1,18,0,0,18,4,24
DADE - 960,4168,133,4038,3851,39,0,131,0,0,5,38,0,6,44,132,49,3184,100,3083,2953,37,0,72,0,0,0,34,0,0,34,74,35
DADE - 974,2776,3,2772,2603,88,0,12,0,0,8,12,14,0,12,25,96,2155,10,2144,2049,53,0,13,0,0,0,11,0,0,11,11,55
DAWSON - 01,3135,55,3083,3032,0,0,0,0,0,10,19,0,0,19,0,10,2846,40,2807,2769,0,0,0,0,0,0,15,0,0,14,0,0
DAWSON - 02,13582,323,13254,12539,250,0,107,0,14,102,95,145,0,98,232,373,10507,199,10313,9809,134,7,106,0,13,85,89,59,0,96,168,234
DAWSON - 03,12661,1279,11384,10852,255,5,82,0,0,19,147,48,0,149,150,253,10047,757,9284,8867,218,0,70,0,0,20,121,22,0,122,89,223
DECATUR - 1277,776,68,715,494,220,8,0,0,0,0,19,0,0,26,0,226,608,0,601,417,193,6,0,0,0,0,8,0,0,13,0,190
DECATUR - 1325,1018,70,943,771,167,0,0,0,0,11,7,0,0,7,0,178,845,34,814,706,113,0,0,0,0,7,0,0,0,0,0,120
DECATUR - 1342,868,55,819,615,195,0,0,0,0,0,0,0,0,2,0,196,638,50,595,463,123,0,0,0,0,6,0,0,0,2,0,126
DECATUR - 1361,1343,76,1278,1143,145,0,0,0,0,0,9,0,0,10,0,146,964,21,935,777,150,0,0,0,0,0,4,0,0,6,0,152
DECATUR - 1613,1729,6,1719,1274,422,0,0,0,2,20,17,0,0,15,0,441,1377,7,1371,999,332,0,0,0,0,13,17,0,0,15,0,354
DECATUR - 1805,4431,39,4387,2753,1565,0,0,0,8,32,0,0,0,0,0,1597,3371,37,3325,1877,1403,0,0,0,5,36,6,0,0,6,0,1433
DECATUR - 513,4333,313,4021,1475,2252,3,16,0,0,171,57,0,14,73,16,2456,3027,193,2833,1250,1395,5,12,0,0,77,48,0,13,64,13,1509
DECATUR - 514,5502,34,5450,1710,3550,0,152,0,0,5,12,0,0,15,152,3550,3698,22,3693,1511,1993,0,157,0,5,0,5,0,0,8,157,1998
DECATUR - 694,2519,274,2249,796,1364,0,0,0,0,25,20,0,7,27,0,1393,2003,109,1888,666,1158,0,0,0,0,18,20,0,0,19,0,1173
DECATUR - 914,5950,402,5551,3154,2357,4,42,0,3,27,0,0,19,21,42,2385,4856,182,4677,2639,1999,0,43,0,3,33,0,5,16,15,47,2023
DEKALB - AA,3666,104,3562,343,3108,0,107,4,0,0,0,0,0,0,107,3108,2732,74,2658,338,2224,0,96,0,0,0,0,0,0,0,96,2224
DEKALB - AB,3057,231,2831,2507,181,0,48,0,17,39,2,99,4,8,116,203,2004,103,1911,1740,88,0,42,0,20,9,3,49,0,4,63,98
DEKALB - AD,3591,12,3579,3124,100,0,62,0,0,0,0,330,0,0,374,92,2578,15,2566,2426,90,0,44,0,0,0,0,32,0,0,79,87
DEKALB - AE,3209,40,3167,2789,379,0,62,0,33,30,6,58,3,5,109,420,2629,19,2606,2230,357,0,61,0,31,32,5,5,0,3,74,393
DEKALB - AF,2440,43,2400,237,2033,0,12,0,11,56,0,19,22,22,28,2111,2161,41,2125,206,1795,0,11,0,10,55,0,22,19,19,30,1867
DEKALB - AG,4200,170,4036,3087,216,0,420,0,11,37,19,202,0,19,635,252,3000,97,2925,2234,215,0,328,0,7,19,16,56,0,16,378,235
DEKALB - AH,5387,510,4885,2820,1533,0,521,0,52,13,23,29,0,23,532,1538,4380,417,3962,2487,1055,0,464,0,50,8,25,11,0,25,474,1057
DEKALB - AI,3570,182,3388,2560,682,0,85,0,29,5,0,67,0,0,164,690,2900,92,2807,2113,588,0,88,0,36,9,0,22,0,0,106,602
DEKALB - BB,5817,692,5125,3377,1267,0,124,0,131,105,20,96,10,30,221,1381,4491,565,3926,2565,1130,0,120,0,49,18,16,15,14,30,135,1162
DEKALB - BC,3392,502,2891,2052,259,0,394,0,21,42,38,63,0,38,470,301,2746,383,2359,1692,201,0,330,0,20,20,33,23,0,33,380,221
DEKALB - BD,2072,73,1995,1737,82,0,132,0,0,0,24,34,0,16,166,86,1600,66,1529,1270,83,0,139,0,0,0,24,17,0,24,157,87
DEKALB - BE,3983,1163,2521,1476,574,0,319,0,9,0,23,41,49,72,408,621,2635,286,2190,1268,472,0,316,0,5,0,27,37,47,74,358,529
DEKALB - BF,3360,396,2961,1364,1353,0,85,0,25,98,0,6,0,0,92,1473,2702,244,2459,1203,1111,0,75,0,22,27,0,9,0,0,80,1135
DEKALB - BG,4364,138,4235,3100,720,0,249,0,47,75,0,55,0,0,304,795,3332,139,3194,2293,607,0,207,0,4,24,0,56,0,0,263,631
DEKALB - BH,2949,472,2479,1256,854,0,333,0,2,14,6,29,0,4,359,869,2499,237,2258,1134,816,0,297,0,2,14,1,14,0,1,308,832
DEKALB - BI,5805,270,5588,4131,1158,0,146,0,0,0,0,127,0,0,281,1185,4611,191,4441,3326,936,0,141,0,0,0,0,27,0,0,191,933
DEKALB - BJ,4528,54,4472,206,3867,10,69,0,207,35,4,0,87,100,69,3971,3161,30,3124,152,2833,0,68,0,7,12,0,2,38,38,68,2884
DEKALB - BL,1988,18,1976,8,1942,0,0,0,0,5,0,0,0,0,0,1952,1410,4,1406,8,1373,0,0,0,0,0,0,0,0,0,0,1380
DEKALB - BM,5842,60,5782,196,5310,6,122,0,0,97,0,28,23,29,150,5430,4484,59,4425,190,4036,0,107,0,0,42,0,30,20,20,137,4098
DEKALB - BR,3950,94,3860,2050,1446,0,195,0,29,35,10,61,4,16,253,1490,3108,61,3052,1758,958,0,191,0,23,30,14,25,7,24,219,1003
DEKALB - CA,2081,116,1965,285,1622,0,0,0,18,6,0,0,34,34,0,1664,1873,95,1759,298,1431,0,0,0,17,2,0,0,21,19,2,1449
DEKALB - CB,1710,39,1667,42,1625,0,0,0,0,0,0,0,0,0,5,1632,1262,10,1253,39,1208,0,0,0,0,0,0,0,0,0,0,1213
DEKALB - CC,1202,32,1175,289,872,4,0,0,0,2,4,0,0,9,0,876,1115,32,1089,246,832,0,0,0,0,2,0,0,0,0,0,837
DEKALB - CD,5667,178,5475,204,5053,0,0,0,159,26,0,0,3,3,0,5072,3949,45,3894,207,3667,0,0,0,23,0,0,0,0,0,0,3663
DEKALB - CE,5423,2270,3143,1804,953,56,98,0,16,106,17,34,0,87,131,1068,3552,710,2861,1604,948,55,72,0,13,92,10,25,0,69,97,1035
DEKALB - CF,5130,47,5045,610,3957,0,139,0,24,239,27,0,26,53,139,4203,3937,10,3869,608,3000,0,134,0,18,52,8,0,27,35,134,3062
DEKALB - CG,3545,10,3532,179,3337,0,0,0,0,0,19,0,0,19,0,3335,3205,10,3191,143,3042,0,0,0,0,0,13,0,0,13,0,3040
DEKALB - CH,3837,373,3454,1677,1403,0,458,0,0,0,0,3,0,0,454,1391,3041,167,2863,1411,1107,0,385,0,0,0,0,1,0,0,384,1100
DEKALB - CI,3951,313,3626,2973,265,31,130,0,22,72,87,60,30,147,192,370,2800,252,2541,2137,223,5,68,0,24,31,62,3,28,106,78,278
DEKALB - CJ,3557,180,3369,2014,1107,0,190,4,14,0,7,33,0,7,227,1108,3195,161,3027,1850,967,0,165,0,0,0,12,33,0,12,202,970
DEKALB - CK,6360,94,6274,641,5194,0,169,0,0,44,1,41,27,29,209,5259,3981,89,3899,549,3089,0,100,0,0,5,1,9,23,31,111,3129
DEKALB - CL,1644,18,1621,231,1378,0,9,0,33,0,0,0,0,0,9,1376,1443,15,1421,231,1208,0,10,0,7,0,0,0,0,0,10,1207
DEKALB - CM,2494,48,2458,32,2416,0,0,0,0,0,0,0,0,0,0,2425,1936,4,1938,24,1905,0,0,0,0,0,0,0,0,0,0,1913
DEKALB - CN,4978,337,4645,2559,1699,0,227,0,57,50,0,18,6,5,251,1754,4013,247,3771,2308,1177,0,222,0,0,9,0,25,5,7,252,1190
DEKALB - CO,4059,1035,3021,1797,930,36,279,0,3,15,5,17,0,40,286,941,2784,496,2282,1697,332,0,226,0,1,13,0,10,2,4,231,345
DEKALB - CP,4029,168,3864,106,3651,0,15,0,0,78,0,0,0,0,14,3729,3261,109,3143,99,3018,0,18,0,0,0,0,0,0,0,17,3015
DEKALB - CQ,3461,134,3335,1096,2073,11,11,0,18,113,7,31,0,14,40,2184,2994,69,2928,947,1853,6,8,0,21,80,7,22,0,13,30,1935
DEKALB - CR,2339,10,2339,115,2178,7,0,0,0,5,0,0,0,7,0,2186,1551,4,1553,100,1391,8,0,0,0,9,0,0,0,8,0,1401
DEKALB - CS,5716,339,5396,386,5009,0,0,0,5,6,0,4,0,0,6,5007,4237,98,4152,260,3910,0,0,0,3,0,0,5,0,0,0,3901
DEKALB - CT,611,28,581,44,485,0,0,0,0,54,0,0,0,0,0,539,514,27,486,40,427,0,0,0,0,21,0,0,0,0,0,448
DEKALB - CU,2299,77,2225,839,995,15,289,0,9,48,0,10,2,19,298,1039,1847,53,1796,714,910,14,93,0,8,43,0,11,0,14,101,947
DEKALB - CV,3738,121,3630,2979,157,0,154,0,0,32,22,126,0,32,283,194,2900,80,2836,2314,154,0,151,3,0,21,10,12,3,23,156,182
DEKALB - CW,4073,227,3838,2698,622,0,324,0,18,0,33,141,4,39,464,625,3081,150,2934,2224,402,0,262,0,16,0,18,30,4,25,288,402
DEKALB - CX,5676,334,5337,4576,285,0,229,0,8,77,18,134,0,18,363,364,4195,165,4024,3484,281,0,171,0,6,18,18,44,0,18,215,299
DEKALB - CY,5516,228,5267,605,3365,0,821,0,120,39,10,75,130,130,930,3547,3163,85,3077,480,2025,0,355,0,50,17,11,54,37,37,425,2083
DEKALB - CZ,4370,305,4100,2858,619,0,578,0,3,28,115,72,0,99,645,618,3299,246,3114,2228,395,0,474,0,2,12,67,12,0,62,484,408
DEKALB - DA,6391,2604,3710,1289,864,0,1480,0,0,82,0,43,0,0,1503,919,4037,1017,2918,1099,684,0,1075,0,0,63,0,45,0,0,1098,732
DEKALB - DB,1592,636,958,458,82,0,337,0,0,60,0,18,0,0,362,135,1191,341,848,423,79,0,318,0,0,0,8,4,0,8,324,80
DEKALB - DC,8055,2349,5706,2900,1738,0,864,0,61,4,67,62,7,74,926,1750,5786,973,4814,2606,1461,6,540,4,62,0,64,58,12,82,598,1473
DEKALB - DD,2590,168,2396,1766,440,10,59,0,13,11,69,54,29,64,118,459,1673,65,1599,1178,356,9,30,0,0,6,13,24,0,17,51,365
DEKALB - DE,3674,230,3444,461,2827,0,156,0,1,0,0,2,0,0,158,2829,2933,29,2904,445,2348,4,101,0,1,0,0,3,0,4,105,2348
DEKALB - DF,5108,214,4882,2435,1345,0,679,0,6,159,0,188,10,24,859,1695,4048,196,3846,2062,1113,0,475,0,7,88,0,54,10,24,532,1261
DEKALB - DG,2123,19,2107,1797,0,0,212,0,31,15,0,35,0,0,247,15,1635,16,1619,1432,0,4,121,0,32,14,0,0,0,4,128,14
DEKALB - DH,4216,172,4048,2498,1061,14,271,0,6,33,11,52,0,13,315,1095,3909,136,3776,2265,1047,14,259,0,6,36,16,39,0,16,284,1083
DEKALB - DI,2957,57,2897,2670,33,0,109,0,0,9,0,54,0,0,164,55,2134,12,2121,1957,34,0,89,0,0,10,0,5,0,0,92,48
DEKALB - EA,5925,221,5700,2010,3476,18,28,0,0,44,55,72,0,74,91,3515,4195,100,4090,1590,2376,18,14,0,0,0,35,21,0,52,32,2374
DEKALB - EC,2613,696,1943,887,423,2,469,0,6,35,8,25,0,10,509,454,2041,421,1668,766,396,2,375,0,4,32,4,14,0,6,391,426
